date,sku,bill_id,amount,count
2025-07-06,SKU_6,bill_61,3393.6,4
2025-07-06,SKU_8,bill_62,949.2,1
2025-07-06,SKU_1,bill_63,1430.4,2
2025-07-07,SKU_7,bill_64,972.0,2
2025-07-07,SKU_1,bill_65,724.0,1
2025-07-07,SKU_8,bill_66,798.0,1
2025-07-07,SKU_1,bill_67,1482.0,2
2025-07-07,SKU_6,bill_68,2505.0,3
2025-07-07,SKU_1,bill_69,502.0,1
2025-07-07,SKU_2,bill_70,783.0,1
2025-07-08,SKU_7,bill_71,2152.0,4
2025-07-08,SKU_8,bill_72,1500.0,3
2025-07-08,SKU_6,bill_73,3744.0,4
2025-07-08,SKU_4,bill_74,594.0,2
2025-07-08,SKU_6,bill_75,1830.0,3
2025-07-08,SKU_1,bill_76,223.0,1
2025-07-08,SKU_6,bill_77,1792.0,4
2025-07-08,SKU_3,bill_78,3452.0,4
2025-07-08,SKU_4,bill_79,1335.0,3
2025-07-09,SKU_7,bill_80,2352.0,4
2025-07-09,SKU_1,bill_81,2956.0,4
2025-07-09,SKU_7,bill_82,1942.0,2
2025-07-09,SKU_1,bill_83,1716.0,3
2025-07-09,SKU_2,bill_84,1542.0,3
2025-07-09,SKU_10,bill_85,1086.0,3
2025-07-09,SKU_10,bill_86,2684.0,4
2025-07-09,SKU_1,bill_87,1992.0,2
2025-07-09,SKU_5,bill_88,259.0,1
2025-07-09,SKU_7,bill_89,332.0,1
2025-07-10,SKU_3,bill_90,1004.0,4
2025-07-10,SKU_6,bill_91,3088.0,4
2025-07-10,SKU_8,bill_92,2744.0,4
2025-07-10,SKU_1,bill_93,2076.0,4
2025-07-10,SKU_6,bill_94,3804.0,4
2025-07-10,SKU_3,bill_95,2436.0,4
2025-07-10,SKU_9,bill_96,756.0,3
2025-07-10,SKU_2,bill_97,3908.0,4
2025-07-11,SKU_9,bill_98,1040.0,4
2025-07-11,SKU_4,bill_99,497.0,1
2025-07-11,SKU_5,bill_100,2412.0,4
2025-07-11,SKU_8,bill_101,882.0,3
2025-07-11,SKU_1,bill_102,528.0,4
2025-07-11,SKU_3,bill_103,948.0,2
2025-07-11,SKU_6,bill_104,1538.0,2
2025-07-11,SKU_6,bill_105,928.0,2
2025-07-11,SKU_3,bill_106,1750.0,2
2025-07-11,SKU_2,bill_107,897.0,1
2025-07-12,SKU_1,bill_108,1113.6,1
2025-07-12,SKU_3,bill_109,3100.8,4
2025-07-12,SKU_1,bill_110,556.8,4
2025-07-12,SKU_5,bill_111,475.2,2
2025-07-12,SKU_9,bill_112,454.8,1
2025-07-12,SKU_1,bill_113,672.0,2
2025-07-12,SKU_3,bill_114,1032.0,4
2025-07-12,SKU_5,bill_115,1248.0,4
2025-07-12,SKU_3,bill_116,561.6,4
2025-07-12,SKU_9,bill_117,2001.6,2
2025-07-12,SKU_6,bill_118,1012.8,2
2025-07-13,SKU_6,bill_119,2656.8,3
2025-07-13,SKU_10,bill_120,2121.6,2
2025-07-13,SKU_8,bill_121,590.4,1
2025-07-13,SKU_6,bill_122,662.4,4
2025-07-13,SKU_10,bill_123,2293.2,3
2025-07-13,SKU_3,bill_124,1216.8,2
2025-07-13,SKU_10,bill_125,3326.4,3
2025-07-13,SKU_4,bill_126,142.8,1
2025-07-13,SKU_1,bill_127,2932.8,4
2025-07-13,SKU_3,bill_128,871.2,3
2025-07-13,SKU_2,bill_129,2157.6,2
2025-07-14,SKU_9,bill_130,1348.0,2
2025-07-14,SKU_6,bill_131,1338.0,2
2025-07-14,SKU_6,bill_132,791.0,1
2025-07-14,SKU_10,bill_133,1764.0,2
2025-07-14,SKU_6,bill_134,1629.0,3
2025-07-14,SKU_5,bill_135,363.0,1
2025-07-14,SKU_5,bill_136,2876.0,4
2025-07-14,SKU_5,bill_137,885.0,3
2025-07-14,SKU_6,bill_138,983.0,1
2025-07-14,SKU_3,bill_139,2757.0,3
2025-07-14,SKU_2,bill_140,820.0,4
2025-07-15,SKU_3,bill_141,628.0,4
2025-07-15,SKU_7,bill_142,1680.0,2
2025-07-15,SKU_10,bill_143,929.0,1
2025-07-15,SKU_7,bill_144,1476.0,3
2025-07-15,SKU_5,bill_145,157.0,1
2025-07-15,SKU_10,bill_146,850.0,1
2025-07-15,SKU_2,bill_147,2948.0,4
2025-07-15,SKU_6,bill_148,2800.0,4
2025-07-16,SKU_7,bill_149,2184.0,4
2025-07-16,SKU_5,bill_150,1920.0,2
2025-07-16,SKU_7,bill_151,525.0,3
2025-07-16,SKU_10,bill_152,2136.0,4
2025-07-16,SKU_5,bill_153,1592.0,2
2025-07-16,SKU_5,bill_154,579.0,3
2025-07-16,SKU_4,bill_155,303.0,1
2025-07-16,SKU_10,bill_156,1062.0,2
2025-07-16,SKU_5,bill_157,2133.0,3
2025-07-16,SKU_1,bill_158,1666.0,2
2025-07-16,SKU_5,bill_159,2583.0,3
2025-07-16,SKU_10,bill_160,1872.0,2
2025-07-17,SKU_10,bill_161,1516.0,2
2025-07-17,SKU_10,bill_162,3472.0,4
2025-07-17,SKU_8,bill_163,615.0,1
2025-07-17,SKU_8,bill_164,3432.0,4
2025-07-17,SKU_2,bill_165,995.0,1
2025-07-17,SKU_4,bill_166,3156.0,4
2025-07-17,SKU_3,bill_167,2576.0,4
2025-07-17,SKU_1,bill_168,790.0,1
2025-07-17,SKU_5,bill_169,3736.0,4
2025-07-17,SKU_1,bill_170,267.0,1
2025-07-17,SKU_10,bill_171,1965.0,3
2025-07-17,SKU_2,bill_172,598.0,1
2025-07-17,SKU_2,bill_173,2478.0,3
2025-07-17,SKU_1,bill_174,1750.0,2
2025-07-18,SKU_2,bill_175,2148.0,3
2025-07-18,SKU_7,bill_176,3700.0,4
2025-07-18,SKU_5,bill_177,1184.0,2
2025-07-18,SKU_8,bill_178,3312.0,4
2025-07-18,SKU_5,bill_179,860.0,1
2025-07-18,SKU_4,bill_180,1936.0,2
2025-07-18,SKU_9,bill_181,1164.0,4
2025-07-18,SKU_3,bill_182,198.0,1
2025-07-18,SKU_4,bill_183,390.0,2
2025-07-19,SKU_7,bill_184,1159.2,1
2025-07-19,SKU_9,bill_185,892.8,2
2025-07-19,SKU_1,bill_186,1668.0,2
2025-07-19,SKU_9,bill_187,1190.4,2
2025-07-19,SKU_3,bill_188,853.2,1
2025-07-19,SKU_9,bill_189,630.0,3
2025-07-19,SKU_9,bill_190,3222.0,3
2025-07-19,SKU_4,bill_191,2178.0,3
2025-07-19,SKU_5,bill_192,237.6,1
2025-07-19,SKU_9,bill_193,4752.0,4
2025-07-19,SKU_5,bill_194,3187.2,4
2025-07-19,SKU_7,bill_195,3206.4,4
2025-07-19,SKU_7,bill_196,950.4,1
2025-07-19,SKU_10,bill_197,1192.8,2
2025-07-20,SKU_7,bill_198,400.8,1
2025-07-20,SKU_2,bill_199,2473.2,3
2025-07-20,SKU_9,bill_200,1418.4,2
2025-07-20,SKU_1,bill_201,394.8,1
2025-07-20,SKU_7,bill_202,1804.8,2
2025-07-20,SKU_8,bill_203,1180.8,2
2025-07-20,SKU_2,bill_204,2638.8,3
2025-07-20,SKU_2,bill_205,153.6,1
2025-07-20,SKU_5,bill_206,1051.2,2
2025-07-20,SKU_8,bill_207,2227.2,4
2025-07-21,SKU_7,bill_208,400.0,1
2025-07-21,SKU_4,bill_209,676.0,4
2025-07-21,SKU_3,bill_210,975.0,1
2025-07-21,SKU_6,bill_211,570.0,3
2025-07-21,SKU_10,bill_212,1260.0,2
2025-07-21,SKU_7,bill_213,1100.0,2
2025-07-21,SKU_2,bill_214,2948.0,4
2025-07-21,SKU_10,bill_215,2300.0,4
2025-07-21,SKU_8,bill_216,994.0,1
2025-07-22,SKU_9,bill_217,1821.0,3
2025-07-22,SKU_1,bill_218,923.0,1
2025-07-22,SKU_1,bill_219,432.0,2
2025-07-22,SKU_6,bill_220,1310.0,2
2025-07-22,SKU_5,bill_221,3940.0,4
2025-07-22,SKU_5,bill_222,2589.0,3
2025-07-22,SKU_5,bill_223,1304.0,4
2025-07-22,SKU_3,bill_224,2160.0,4
2025-07-22,SKU_2,bill_225,996.0,3
2025-07-22,SKU_1,bill_226,484.0,2
2025-07-22,SKU_1,bill_227,665.0,1
2025-07-23,SKU_8,bill_228,1014.0,2
2025-07-23,SKU_5,bill_229,884.0,4
2025-07-23,SKU_4,bill_230,1494.0,2
2025-07-24,SKU_5,bill_231,839.0,1
2025-07-24,SKU_6,bill_232,732.0,3
2025-07-24,SKU_9,bill_233,823.0,1
2025-07-24,SKU_3,bill_234,489.0,1
2025-07-24,SKU_2,bill_235,1065.0,3
2025-07-24,SKU_5,bill_236,1647.0,3
2025-07-24,SKU_10,bill_237,3588.0,4
2025-07-24,SKU_2,bill_238,2928.0,3
2025-07-25,SKU_6,bill_239,245.0,1
2025-07-25,SKU_1,bill_240,2856.0,3
2025-07-25,SKU_10,bill_241,948.0,3
2025-07-25,SKU_6,bill_242,2682.0,3
2025-07-25,SKU_1,bill_243,709.0,1
2025-07-25,SKU_9,bill_244,1830.0,3
2025-07-26,SKU_6,bill_245,3878.4,4
2025-07-26,SKU_5,bill_246,2088.0,2
2025-07-26,SKU_5,bill_247,2390.4,3
2025-07-26,SKU_5,bill_248,1336.8,2
2025-07-26,SKU_3,bill_249,220.8,1
2025-07-26,SKU_9,bill_250,240.0,2
2025-07-26,SKU_3,bill_251,979.2,1
2025-07-26,SKU_4,bill_252,1315.2,2
2025-07-27,SKU_8,bill_253,910.8,3
2025-07-27,SKU_10,bill_254,1288.8,2
2025-07-27,SKU_6,bill_255,3564.0,3
2025-07-27,SKU_2,bill_256,734.4,4
2025-07-27,SKU_5,bill_257,1999.2,2
2025-07-27,SKU_9,bill_258,867.6,1
2025-07-27,SKU_7,bill_259,1180.8,3
2025-07-27,SKU_5,bill_260,1624.8,2
2025-07-27,SKU_3,bill_261,1875.6,3
2025-07-27,SKU_2,bill_262,972.0,2
2025-07-27,SKU_2,bill_263,2152.8,2
2025-07-27,SKU_3,bill_264,1465.2,3
2025-07-28,SKU_7,bill_265,1324.0,2
2025-07-28,SKU_1,bill_266,896.0,1
2025-07-28,SKU_4,bill_267,566.0,2
2025-07-28,SKU_1,bill_268,1768.0,2
2025-07-28,SKU_4,bill_269,672.0,4
2025-07-28,SKU_2,bill_270,304.0,2
2025-07-28,SKU_2,bill_271,225.0,1
2025-07-28,SKU_3,bill_272,2580.0,3
2025-07-28,SKU_7,bill_273,2841.0,3
2025-07-28,SKU_6,bill_274,2476.0,4
2025-07-29,SKU_2,bill_275,733.0,1
2025-07-29,SKU_3,bill_276,2664.0,3
2025-07-29,SKU_5,bill_277,1406.0,2
2025-07-29,SKU_10,bill_278,633.0,1
2025-07-29,SKU_5,bill_279,1224.0,2
2025-07-29,SKU_5,bill_280,623.0,1
2025-07-29,SKU_10,bill_281,1290.0,2
2025-07-29,SKU_1,bill_282,1658.0,2
2025-07-29,SKU_9,bill_283,696.0,2
2025-07-30,SKU_8,bill_284,412.0,2
2025-07-30,SKU_1,bill_285,1806.0,2
2025-07-30,SKU_1,bill_286,2896.0,4
2025-07-30,SKU_3,bill_287,791.0,1
2025-07-30,SKU_8,bill_288,1250.0,2
2025-07-30,SKU_10,bill_289,708.0,4
2025-07-30,SKU_8,bill_290,928.0,2
2025-07-30,SKU_10,bill_291,1596.0,2
2025-07-30,SKU_8,bill_292,318.0,3
2025-07-30,SKU_3,bill_293,2547.0,3
2025-07-31,SKU_2,bill_294,1810.0,2
2025-07-31,SKU_3,bill_295,342.0,3
2025-07-31,SKU_9,bill_296,1752.0,3
2025-07-31,SKU_10,bill_297,1116.0,3
2025-07-31,SKU_7,bill_298,1146.0,2
2025-07-31,SKU_9,bill_299,624.0,1
2025-07-31,SKU_4,bill_300,679.0,1
2025-07-31,SKU_10,bill_301,996.0,3
2025-07-31,SKU_2,bill_302,981.0,3
2025-07-31,SKU_6,bill_303,1444.0,2
2025-07-31,SKU_8,bill_304,1872.0,4
2025-07-31,SKU_3,bill_305,1048.0,2
2025-08-01,SKU_6,bill_306,476.0,1
2025-08-01,SKU_1,bill_307,761.0,1
2025-08-01,SKU_5,bill_308,1362.0,2
2025-08-01,SKU_7,bill_309,2460.0,4
2025-08-01,SKU_8,bill_310,708.0,3
2025-08-01,SKU_7,bill_311,1026.0,3
2025-08-01,SKU_8,bill_312,647.0,1
2025-08-01,SKU_8,bill_313,315.0,3
2025-08-01,SKU_2,bill_314,3324.0,4
2025-08-01,SKU_4,bill_315,2235.0,3
2025-08-01,SKU_6,bill_316,705.0,1
2025-08-02,SKU_9,bill_317,2270.4,2
2025-08-02,SKU_8,bill_318,1281.6,2
2025-08-02,SKU_5,bill_319,1221.6,2
2025-08-02,SKU_6,bill_320,4252.8,4
2025-08-02,SKU_4,bill_321,757.2,1
2025-08-02,SKU_1,bill_322,3158.4,4
2025-08-03,SKU_6,bill_323,1191.6,1
2025-08-03,SKU_4,bill_324,429.6,1
2025-08-03,SKU_1,bill_325,1893.6,2
2025-08-03,SKU_8,bill_326,864.0,2
2025-08-03,SKU_7,bill_327,650.4,2
2025-08-03,SKU_2,bill_328,320.4,1
2025-08-03,SKU_2,bill_329,2016.0,4
2025-08-03,SKU_5,bill_330,1060.8,1
2025-08-03,SKU_9,bill_331,2336.4,3
2025-08-03,SKU_7,bill_332,2538.0,3
2025-08-03,SKU_1,bill_333,500.4,1
2025-08-03,SKU_2,bill_334,2361.6,2
2025-08-04,SKU_8,bill_335,2684.0,4
2025-08-04,SKU_8,bill_336,2916.0,3
2025-08-04,SKU_5,bill_337,1854.0,2
2025-08-04,SKU_3,bill_338,264.0,1
2025-08-04,SKU_5,bill_339,1434.0,3
2025-08-04,SKU_10,bill_340,462.0,2
2025-08-04,SKU_9,bill_341,141.0,1
2025-08-05,SKU_7,bill_342,2500.0,4
2025-08-05,SKU_3,bill_343,521.0,1
2025-08-05,SKU_1,bill_344,2022.0,3
2025-08-05,SKU_1,bill_345,244.0,1
2025-08-05,SKU_1,bill_346,1806.0,3
2025-08-05,SKU_2,bill_347,1840.0,2
2025-08-05,SKU_8,bill_348,552.0,4
2025-08-05,SKU_3,bill_349,1490.0,2
2025-08-05,SKU_3,bill_350,834.0,3
2025-08-06,SKU_1,bill_351,2308.0,4
2025-08-06,SKU_7,bill_352,1557.0,3
2025-08-06,SKU_6,bill_353,196.0,1
2025-08-06,SKU_5,bill_354,1164.0,3
2025-08-06,SKU_4,bill_355,1866.0,2
2025-08-06,SKU_10,bill_356,734.0,1
2025-08-06,SKU_10,bill_357,217.0,1
2025-08-06,SKU_6,bill_358,258.0,1
2025-08-07,SKU_4,bill_359,456.0,4
2025-08-07,SKU_8,bill_360,256.0,1
2025-08-07,SKU_4,bill_361,3136.0,4
2025-08-07,SKU_2,bill_362,582.0,3
2025-08-07,SKU_3,bill_363,1173.0,3
2025-08-07,SKU_10,bill_364,1146.0,3
2025-08-07,SKU_5,bill_365,440.0,4
2025-08-07,SKU_10,bill_366,2596.0,4
2025-08-07,SKU_6,bill_367,488.0,4
2025-08-08,SKU_2,bill_368,722.0,1
2025-08-08,SKU_8,bill_369,3128.0,4
2025-08-08,SKU_4,bill_370,1692.0,4
2025-08-08,SKU_5,bill_371,3616.0,4
2025-08-08,SKU_8,bill_372,615.0,3
2025-08-08,SKU_1,bill_373,3592.0,4
2025-08-09,SKU_8,bill_374,990.0,1
2025-08-09,SKU_7,bill_375,1095.6,1
2025-08-09,SKU_5,bill_376,534.0,1
2025-08-09,SKU_4,bill_377,2217.6,2
2025-08-09,SKU_1,bill_378,2397.6,3
2025-08-09,SKU_3,bill_379,3648.0,4
2025-08-09,SKU_9,bill_380,283.2,1
2025-08-09,SKU_10,bill_381,1977.6,4
2025-08-09,SKU_5,bill_382,2164.8,2
2025-08-09,SKU_4,bill_383,841.2,1
2025-08-09,SKU_6,bill_384,741.6,2
2025-08-10,SKU_3,bill_385,1831.2,2
2025-08-10,SKU_9,bill_386,1004.4,3
2025-08-10,SKU_6,bill_387,1146.0,1
2025-08-10,SKU_1,bill_388,460.8,1
2025-08-10,SKU_6,bill_389,612.0,2
2025-08-10,SKU_2,bill_390,177.6,1
2025-08-10,SKU_7,bill_391,219.6,1
2025-08-10,SKU_9,bill_392,296.4,1
2025-08-10,SKU_6,bill_393,1380.0,2
2025-08-10,SKU_8,bill_394,511.2,1
2025-08-10,SKU_1,bill_395,1152.0,4
2025-08-11,SKU_8,bill_396,1251.0,3
2025-08-11,SKU_1,bill_397,576.0,1
2025-08-11,SKU_8,bill_398,351.0,3
2025-08-11,SKU_1,bill_399,940.0,2
2025-08-11,SKU_2,bill_400,1202.0,2
2025-08-11,SKU_1,bill_401,642.0,2
2025-08-11,SKU_6,bill_402,2790.0,3
2025-08-11,SKU_4,bill_403,363.0,1
2025-08-11,SKU_7,bill_404,2226.0,3
2025-08-12,SKU_2,bill_405,744.0,4
2025-08-12,SKU_7,bill_406,3596.0,4
2025-08-12,SKU_2,bill_407,1344.0,3
2025-08-12,SKU_8,bill_408,412.0,1
2025-08-12,SKU_7,bill_409,1626.0,3
2025-08-12,SKU_8,bill_410,1720.0,2
2025-08-12,SKU_5,bill_411,450.0,3
2025-08-12,SKU_1,bill_412,1452.0,4
2025-08-12,SKU_2,bill_413,585.0,3
2025-08-13,SKU_7,bill_414,424.0,4
2025-08-13,SKU_10,bill_415,2316.0,3
2025-08-13,SKU_7,bill_416,246.0,1
2025-08-13,SKU_3,bill_417,1536.0,4
2025-08-13,SKU_2,bill_418,1992.0,2
2025-08-13,SKU_5,bill_419,2488.0,4
2025-08-13,SKU_10,bill_420,1455.0,3
2025-08-13,SKU_3,bill_421,654.0,3
2025-08-13,SKU_4,bill_422,904.0,1
2025-08-13,SKU_6,bill_423,3332.0,4
2025-08-13,SKU_9,bill_424,304.0,2
2025-08-13,SKU_3,bill_425,2420.0,4
2025-08-13,SKU_6,bill_426,1516.0,4
2025-08-13,SKU_1,bill_427,514.0,2
2025-08-13,SKU_8,bill_428,2478.0,3
2025-08-13,SKU_1,bill_429,428.0,2
2025-08-13,SKU_1,bill_430,1240.0,2
2025-08-14,SKU_7,bill_431,857.0,1
2025-08-14,SKU_6,bill_432,1779.0,3
2025-08-14,SKU_4,bill_433,1082.0,2
2025-08-14,SKU_2,bill_434,2712.0,3
2025-08-14,SKU_6,bill_435,454.0,2
2025-08-14,SKU_5,bill_436,910.0,2
2025-08-14,SKU_9,bill_437,266.0,2
2025-08-14,SKU_1,bill_438,252.0,1
2025-08-14,SKU_6,bill_439,1374.0,2
2025-08-14,SKU_7,bill_440,973.0,1
2025-08-15,SKU_6,bill_441,801.0,3
2025-08-15,SKU_2,bill_442,3392.0,4
2025-08-15,SKU_9,bill_443,554.0,1
2025-08-15,SKU_10,bill_444,500.0,1
2025-08-15,SKU_10,bill_445,575.0,1
2025-08-15,SKU_10,bill_446,1350.0,2
2025-08-16,SKU_3,bill_447,307.2,2
2025-08-16,SKU_5,bill_448,1422.0,3
2025-08-16,SKU_4,bill_449,343.2,1
2025-08-16,SKU_7,bill_450,1564.8,4
2025-08-16,SKU_6,bill_451,369.6,2
2025-08-16,SKU_8,bill_452,1212.0,2
2025-08-16,SKU_5,bill_453,1862.4,4
2025-08-17,SKU_3,bill_454,1234.8,3
2025-08-17,SKU_1,bill_455,1454.4,2
2025-08-17,SKU_2,bill_456,303.6,1
2025-08-17,SKU_2,bill_457,206.4,1
2025-08-17,SKU_9,bill_458,556.8,4
2025-08-17,SKU_1,bill_459,192.0,1
2025-08-17,SKU_8,bill_460,297.6,2
2025-08-17,SKU_7,bill_461,828.0,3
2025-08-18,SKU_3,bill_462,402.0,2
2025-08-18,SKU_2,bill_463,1496.0,4
2025-08-18,SKU_5,bill_464,3664.0,4
2025-08-18,SKU_1,bill_465,1336.0,2
2025-08-19,SKU_8,bill_466,2625.0,3
2025-08-19,SKU_5,bill_467,826.0,1
2025-08-19,SKU_5,bill_468,1618.0,2
2025-08-19,SKU_8,bill_469,565.0,1
2025-08-19,SKU_9,bill_470,3016.0,4
2025-08-19,SKU_10,bill_471,976.0,1
2025-08-19,SKU_10,bill_472,1161.0,3
2025-08-19,SKU_10,bill_473,3240.0,4
2025-08-19,SKU_1,bill_474,2679.0,3
2025-08-20,SKU_7,bill_475,1503.0,3
2025-08-20,SKU_10,bill_476,1116.0,3
2025-08-20,SKU_8,bill_477,2157.0,3
2025-08-20,SKU_2,bill_478,2712.0,3
2025-08-20,SKU_8,bill_479,564.0,2
2025-08-20,SKU_7,bill_480,552.0,4
2025-08-20,SKU_8,bill_481,615.0,1
2025-08-20,SKU_6,bill_482,496.0,1
2025-08-20,SKU_2,bill_483,115.0,1
2025-08-20,SKU_10,bill_484,3972.0,4
2025-08-21,SKU_2,bill_485,700.0,2
2025-08-21,SKU_7,bill_486,240.0,1
2025-08-21,SKU_2,bill_487,2828.0,4
2025-08-21,SKU_3,bill_488,414.0,3
2025-08-21,SKU_4,bill_489,576.0,1
2025-08-21,SKU_5,bill_490,3184.0,4
2025-08-21,SKU_8,bill_491,1352.0,4
2025-08-21,SKU_9,bill_492,916.0,2
2025-08-21,SKU_4,bill_493,676.0,1
2025-08-22,SKU_8,bill_494,846.0,2
2025-08-22,SKU_2,bill_495,784.0,2
2025-08-22,SKU_9,bill_496,3216.0,4
2025-08-22,SKU_5,bill_497,1368.0,2
2025-08-22,SKU_1,bill_498,443.0,1
2025-08-22,SKU_4,bill_499,1144.0,4
2025-08-22,SKU_10,bill_500,160.0,1
2025-08-23,SKU_7,bill_501,2006.4,4
2025-08-23,SKU_8,bill_502,579.6,3
2025-08-23,SKU_2,bill_503,972.0,1
2025-08-23,SKU_4,bill_504,3216.0,4
2025-08-23,SKU_8,bill_505,4608.0,4
2025-08-23,SKU_6,bill_506,410.4,1
2025-08-23,SKU_10,bill_507,1170.0,3
2025-08-24,SKU_10,bill_508,3553.2,3
2025-08-24,SKU_6,bill_509,1046.4,1
2025-08-24,SKU_6,bill_510,2973.6,3
2025-08-24,SKU_1,bill_511,237.6,1
2025-08-24,SKU_4,bill_512,2044.8,2
2025-08-24,SKU_10,bill_513,2840.4,3
2025-08-24,SKU_2,bill_514,585.6,2
2025-08-24,SKU_8,bill_515,932.4,3
2025-08-24,SKU_3,bill_516,2112.0,2
2025-08-25,SKU_9,bill_517,1824.0,4
2025-08-25,SKU_2,bill_518,2148.0,3
2025-08-25,SKU_8,bill_519,2202.0,3
2025-08-25,SKU_9,bill_520,2511.0,3
2025-08-25,SKU_10,bill_521,562.0,1
2025-08-25,SKU_8,bill_522,360.0,1
2025-08-25,SKU_2,bill_523,892.0,4
2025-08-26,SKU_5,bill_524,2804.0,4
2025-08-26,SKU_2,bill_525,272.0,2
2025-08-26,SKU_5,bill_526,692.0,1
2025-08-26,SKU_2,bill_527,1600.0,4
2025-08-26,SKU_3,bill_528,844.0,2
2025-08-26,SKU_8,bill_529,3860.0,4
2025-08-26,SKU_8,bill_530,2544.0,3
2025-08-26,SKU_1,bill_531,630.0,2
2025-08-26,SKU_3,bill_532,1068.0,4
2025-08-27,SKU_9,bill_533,462.0,1
2025-08-27,SKU_9,bill_534,269.0,1
2025-08-27,SKU_4,bill_535,2298.0,3
2025-08-27,SKU_6,bill_536,424.0,4
2025-08-27,SKU_5,bill_537,1968.0,3
2025-08-27,SKU_10,bill_538,130.0,1
2025-08-27,SKU_7,bill_539,986.0,2
2025-08-28,SKU_7,bill_540,543.0,3
2025-08-28,SKU_4,bill_541,1634.0,2
2025-08-28,SKU_7,bill_542,646.0,2
2025-08-28,SKU_1,bill_543,116.0,1
2025-08-28,SKU_8,bill_544,2895.0,3
2025-08-28,SKU_8,bill_545,774.0,1
2025-08-28,SKU_6,bill_546,1539.0,3
2025-08-28,SKU_7,bill_547,664.0,2
2025-08-28,SKU_2,bill_548,1533.0,3
2025-08-28,SKU_5,bill_549,377.0,1
2025-08-28,SKU_4,bill_550,3852.0,4
2025-08-28,SKU_4,bill_551,846.0,2
2025-08-28,SKU_1,bill_552,2000.0,4
2025-08-29,SKU_10,bill_553,1236.0,4
2025-08-29,SKU_2,bill_554,1606.0,2
2025-08-29,SKU_4,bill_555,978.0,3
2025-08-29,SKU_4,bill_556,559.0,1
2025-08-29,SKU_7,bill_557,132.0,1
2025-08-29,SKU_6,bill_558,534.0,3
2025-08-29,SKU_3,bill_559,2007.0,3
2025-08-29,SKU_7,bill_560,1162.0,2
2025-08-29,SKU_2,bill_561,615.0,1
2025-08-29,SKU_1,bill_562,1488.0,3
2025-08-29,SKU_9,bill_563,1110.0,3
2025-08-30,SKU_4,bill_564,1099.2,4
2025-08-30,SKU_4,bill_565,1339.2,2
2025-08-30,SKU_3,bill_566,577.2,1
2025-08-30,SKU_8,bill_567,576.0,4
2025-08-30,SKU_5,bill_568,658.8,3
2025-08-30,SKU_6,bill_569,1987.2,3
